InstitutionalRole	PrimaryDomain	OrgName	OrgType	CountryName	CountryISO	WDSOrg	WDSMembership	WDSOrgLat	WDSOrgLong
Programme Manager/Project Manager	Economic and business	ICCRAM -Universidad de Burgos	Academia/Research	Spain	ESP				
Programme Manager/Project Manager	Project Manager	Universitat Pompeu Fabra	Academia/Research	Spain	ESP				
Programme Manager/Project Manager	Energy	IREC	Academia/Research	Spain	ESP				
Programme Manager/Project Manager	Energy	IREC	Academia/Research	Spain	ESP				
Programme Manager/Project Manager	Natural Sciences/Chemical sciences	Institut de Bioenginyeria de Catalunya (IBEC)	Academia/Research	Spain	ESP				
Programme Manager/Project Manager	Open Access,  Open access policy, scholarly communication	Cineca	Other (please specify) - obligatory	Italy	ITA				
Programme Manager/Project Manager	H2020 project management	IN SRL	Small and Medium Enterprise	Italy	ITA				
Programme Manager/Project Manager	Social Sciences and Humanities	Universitat Pompeu Fabra	Government/Public Services	Spain	ESP				
Programme Manager/Project Manager	Regenerative medicine	Centre de Medicina Regenerativa de Barcelona	Academia/Research	Spain	ESP				
Programme Manager/Project Manager	Management	Barcelona Supercomputing Center	Academia/Research	Spain	ESP				
Programme Manager/Project Manager	chemistry	ACCIONA Agua	Large Enterprise	Spain	ESP				
Programme Manager/Project Manager	Communication	Trust-IT Services	Small and Medium Enterprise	Italy	ITA				
Programme Manager/Project Manager	Health	LEITAT	Academia/Research	Spain	ESP				
Programme Manager/Project Manager	Political Science	Barcelona Supercomputing Center	Academia/Research	Spain	ESP				
Programme Manager/Project Manager	Data Analysis, parallel processing	National Center for High-performance Computing	Academia/Research	Taiwan	TWN				
Programme Manager/Project Manager	text data	CVTI SR	Government/Public Services	Slovakia	SVK				
Programme Manager/Project Manager	GIS	IRD	Academia/Research	France	FRA				
Programme Manager/Project Manager	Innovation in official statistics	CBS (Statistics Netherlands)	Government/Public Services	Netherlands	NLD				
Programme Manager/Project Manager	Natural Sciences/Chemical Sciences	Universitat Ramon Llull	Academia/Research	Spain	ESP				
Programme Manager/Project Manager	H2020 Project Manager	Catalan Institute of Oncology	Academia/Research	Spain	ESP				
Programme Manager/Project Manager	Scientific data access, use, preservation and sharing	Alma Sistemi sas	Small and Medium Enterprise	Italy	ITA				
Programme Manager/Project Manager	Semantic Data Management, Research Objects	Expert System	Small and Medium Enterprise	Spain	ESP				
Programme Manager/Project Manager	Chemistry	SURFnet	Other (please specify) - obligatory	Netherlands	NLD				
Programme Manager/Project Manager	Space & Defence	Alma Sistemi	Small and Medium Enterprise	Italy	ITA				
Programme Manager/Project Manager	Science policy, life sciences	Centre for Genomic Regulation	Academia/Research	Spain	ESP				
Programme Manager/Project Manager	High Performance Data, HPC	Australian National University	Academia/Research	Australia	AUS				
Programme Manager/Project Manager	Transportation/ urban development	Transport for NSW	Government/Public Services	Australia	AUS				
Programme Manager/Project Manager	Project management	UAB	Academia/Research	Spain	ESP				
Programme Manager/Project Manager	Mineralogy, Research Data, knowledge exchange, Cultural heritage	Leibniz-Institute for Applied geophysics	Academia/Research	Germany	DEU				
Programme Manager/Project Manager	Open Data	BioMed Central	Press and Media	United Kingdom	GBR				
Programme Manager/Project Manager	Chemical Eng. /Project manager	Universitat Rovira i Virgili	Academia/Research	Spain	ESP				
Programme Manager/Project Manager	social sciences/Education and Humanity/history and archaeology	Universitat Rovira i Virgili	Government/Public Services	Spain	ESP				
Programme Manager/Project Manager	Psychology/Human and organisational issues in IT	Health Research Board	Government/Public Services	Ireland {Republic}	IRL				
Programme Manager/Project Manager	Health	Centre Antoine Lacassagne	Government/Public Services	France	FRA				
Programme Manager/Project Manager	Computing	Science and Technology Facilities Council	Academia/Research	United Kingdom	GBR				
Programme Manager/Project Manager	Digital preservation	TIB Leibniz Information Centre for Science and Technology	Government/Public Services	Germany	DEU				
Programme Manager/Project Manager	provider of scientific information and services	FIZ Karlsruhe - Leibniz Institute for Informationinfrastructure	Government/Public Services	Germany	DEU				
Programme Manager/Project Manager	Institutional RDM	Humboldt-Universität zu Berlin	Academia/Research	Germany	DEU				
Programme Manager/Project Manager	Environmental Data Management	Environmental Data Initiative	Academia/Research	United States	USA				
Programme Manager/Project Manager	Linguistics, Digital archives	ARC Centre of Excellence for the Dynamics of Language (The Australian National University)	Academia/Research	Australia	AUS				
Programme Manager/Project Manager	social science	Barcelona Supercomputing Center	Academia/Research	Spain	ESP				
Programme Manager/Project Manager	Political science 	CEED	Small and Medium Enterprise	Somalia	SOM				
Programme Manager/Project Manager	Information Systems	University of Minho	Academia/Research	Portugal	PRT				
Programme Manager/Project Manager	Linguistics	Australian Research Data Commons	Other (please specify) - obligatory	Australia	AUS				
Programme Manager/Project Manager	lyricsrick.com	Tech 24	Press and Media	India	IND				
Programme Manager/Project Manager	International Pharmaceutical BD	Hainan Poly Pharm	Small and Medium Enterprise	China	CHN				
Programme Manager/Project Manager	Digital Preservation	Educopia Institute	Small and Medium Enterprise	United States	USA				
Programme Manager/Project Manager	Digital Humanities	University of Haifa	Academia/Research	Israel	ISR				
Programme Manager/Project Manager	digital archiving, sociology, social psychology	Digital Curation Centre (DCC) at University of Edinburgh 	Academia/Research	United Kingdom	GBR				
Programme Manager/Project Manager	Database	TheLapak.com	IT Consultancy/Development	Indonesia	IDN				
Programme Manager/Project Manager	Communications, Adminstration	Centre de recherche interuniversitaire sur la science et la technologie	Academia/Research	Canada	CAN				
Programme Manager/Project Manager	Long Term Data Preservation	CERN	Academia/Research	Switzerland	CHE				
Programme Manager/Project Manager	Clinical Trials	The University of Queensland	Academia/Research	Australia	AUS				
Programme Manager/Project Manager	None	National Center Supercomputing Applications (NCSA)	Academia/Research	United States	USA				
Programme Manager/Project Manager	Natural Resource Management	Horizons Regional Council	Government/Public Services	New Zealand	NZL				
Programme Manager/Project Manager	Distributed Systems	Forschungszentrum Juelich - Juelich Supercomputing Centre	Academia/Research	Germany	DEU				
Programme Manager/Project Manager	Cyberjustice - Law and technology 	Cyberjustice Laboratory 	Academia/Research	Canada	CAN				
Programme Manager/Project Manager	Digital Library Services	University of Cape Town	Academia/Research	South Africa	ZAF				
Programme Manager/Project Manager	Research	Netherlands Organization for Scientific Research	Policy/Funding Agency	Netherlands	NLD				
Programme Manager/Project Manager	STI services development	INIST-CNRS	Academia/Research	France	FRA				
Programme Manager/Project Manager	Data science	IVADO	Academia/Research	Canada	CAN				
Programme Manager/Project Manager	Agriculture	French National Institute for Agricultural Research (INRA)	Academia/Research	France	FRA				
Programme Manager/Project Manager	Rare Diseases	Fondazione Telethon	Policy/Funding Agency	Italy	ITA				
Programme Manager/Project Manager	Data modelling, architectures, geographic information	European Commission	Government/Public Services	Italy	ITA				
Programme Manager/Project Manager	cyberinfrastructure	Arizona Geological Survey	Academia/Research	United States	USA				
Programme Manager/Project Manager	Research Data Management 	ARDC	Academia/Research	Australia	AUS				
Programme Manager/Project Manager	masters	Euroscicon ltd.	Other (please specify) - obligatory	United Kingdom	GBR				
Programme Manager/Project Manager	Ontologies, semantic web, interoperability	The National Library of Finland	Government/Public Services	Finland	FIN				
Programme Manager/Project Manager	Research, S&T data, Data Management	CRUK	Government/Public Services	United States	USA				
Programme Manager/Project Manager	standards development	National Information Standards Organization (NISO)	Other (please specify) - obligatory	United States	USA				
Programme Manager/Project Manager	IT	TU Bergakademie Freiberg	Academia/Research	Germany	DEU				
Programme Manager/Project Manager	e-Infrastructures	GRNET	Government/Public Services	Greece	GRC				
Programme Manager/Project Manager	Digital preservation	Smithsonian Institution	Academia/Research	United States	USA				
Programme Manager/Project Manager	Preservation	Open Preservation Foundation	IT Consultancy/Development	United Kingdom	GBR				
Programme Manager/Project Manager	 Research data management	ZBW	Government/Public Services	Germany	DEU				
Programme Manager/Project Manager	Government	Statistics Canada	Government/Public Services	Canada	CAN				
Programme Manager/Project Manager	Advanced Research Computing	University of British Columbia	Academia/Research	Canada	CAN				
Programme Manager/Project Manager	IT Management	Compute Canada	Academia/Research	Canada	CAN				
Programme Manager/Project Manager	Statistical use of administrative data	Institut de la statistique du Québec	Government/Public Services	Canada	CAN				
Programme Manager/Project Manager	Information and Data Management	National Research Council of Canada	Government/Public Services	Canada	CAN				
Programme Manager/Project Manager	IT for library and OA publishing	Norwegian University of Science and Technology	Academia/Research	Norway	NOR				
Programme Manager/Project Manager	Project Management	Atlas of Living Australia	IT Consultancy/Development	Australia	AUS				
Programme Manager/Project Manager	Electrical Engineer	JT3	Government/Public Services	United States	USA				
Programme Manager/Project Manager	Research Data Management	Portage	Academia/Research	Canada	CAN				
Programme Manager/Project Manager	data management	British Geological Survey	Government/Public Services	United Kingdom	GBR				
Programme Manager/Project Manager	Government Funder	Canada Foundation for Innovation	Policy/Funding Agency	Canada	CAN				
Programme Manager/Project Manager	Computer Science	U.S. Department of Energy, Office of Science	Government/Public Services	United States	USA				
Programme Manager/Project Manager	Science Policy	Science Foundation Ireland	Government/Public Services	Ireland {Republic}	IRL				
Programme Manager/Project Manager	Astronomy & Astroparticle Physics	Nikhef	Academia/Research	Netherlands	NLD				
Programme Manager/Project Manager	Open Science 	Helmholtz Association	Academia/Research	Germany	DEU				
Programme Manager/Project Manager	Bioinformatics	H3ABioNet 	Academia/Research	South Africa	ZAF				
Programme Manager/Project Manager	Open Data	IDRC	Policy/Funding Agency	Canada	CAN				
Programme Manager/Project Manager	Data Management	Texas A&M University-Corpus Christi, Harte Research Institute for Gulf of Mexico Studies, Gulf Research Initiative Information & Data Cooperative 	Academia/Research	United States	USA				
Programme Manager/Project Manager	Data Science and Cloud Computing 	Swiss Data Science Center, EPFL and ETHZ	Academia/Research	Switzerland	CHE				
Programme Manager/Project Manager	Rural Aquaculture Promotion	U.S. Peace Corps	Government/Public Services	Zambia	ZMB				
Programme Manager/Project Manager	e-Infrastructures, Research Infrastructures	CSC - IT Center for Science Ltd.	Government/Public Services	Finland	FIN				
Programme Manager/Project Manager	Open Access and Research Data Management	Jisc	Academia/Research	United Kingdom	GBR				
Programme Manager/Project Manager	Data management	University of Queensland	Academia/Research	Australia	AUS				
Programme Manager/Project Manager	Life Science Research Infrastructure	ELIXIR	Other (please specify) - obligatory	United Kingdom	GBR				
Programme Manager/Project Manager	Research Data	IST Austria	Academia/Research	Austria	AUT				
Programme Manager/Project Manager	Law	Global Change Research Institute of the Czech Academy of Sciences (CzechGlobe)	Academia/Research	Czech Republic	CZE				
Programme Manager/Project Manager	Bioinformatics Education and Training	Instituto Gulbenkian de Ciência	Academia/Research	Portugal	PRT				
Programme Manager/Project Manager	Open Science	Center for Open Science	Government/Public Services	United States	USA				
Programme Manager/Project Manager	translational bioinformatics	Duke University	Academia/Research	United States	USA				
Programme Manager/Project Manager	Bioinformatics	ELIXIR	Government/Public Services	United Kingdom	GBR				
Programme Manager/Project Manager	Advanced Cyberinfrastructure	National Science Foundation	Government/Public Services	United States	USA				
Programme Manager/Project Manager	Data modelling in Humanities, Data curation	Data and Service Center for the Humanities	Academia/Research	Switzerland	CHE				
Programme Manager/Project Manager	Heritage science	The Discovery Programme	Academia/Research	Ireland {Republic}	IRL				
Programme Manager/Project Manager	Research data management, high performance computing	Ruhr-University Bochum	Academia/Research	Germany	DEU				
Programme Manager/Project Manager	Information Science	University of Arizona	Academia/Research	United States	USA				
Programme Manager/Project Manager	Libraries, Community Building	Council on Library and Information Resources	Academia/Research	United States	USA				
Programme Manager/Project Manager	Metadata	Metadata Research Center, Drexel University	Academia/Research	United States	USA				
Programme Manager/Project Manager	computational biology	NIH	Government/Public Services	United States	USA				
Programme Manager/Project Manager	eScience, Cloud Computing	Microsoft Research	Large Enterprise	United Kingdom	GBR				
Programme Manager/Project Manager	Research administration, Research data management	The University of Queensland	Academia/Research	Australia	AUS				
Programme Manager/Project Manager	Open science	Netherlands eScience Center	Academia/Research	Netherlands	NLD				
Programme Manager/Project Manager	Data/Access support	UK Data Archive	Academia/Research	United Kingdom	GBR				
Programme Manager/Project Manager	Digital Repositories	CERN	Academia/Research	Switzerland	CHE				
Programme Manager/Project Manager	Theriogenology and Biological Ressources Center	VetAgro Sup - Veterinary Campus of Lyon	Academia/Research	France	FRA				
Programme Manager/Project Manager	data management in agricultural sciences	Wageningen UR	Academia/Research	Netherlands	NLD				
Programme Manager/Project Manager	Biofuel	Meetings International	Academia/Research	Singapore	SGP				
Programme Manager/Project Manager	Science data/computing	Index Data ApS	IT Consultancy/Development	Denmark	DNK				
Programme Manager/Project Manager	Microbiology	Event Planner	Academia/Research	Canada	CAN				
Programme Manager/Project Manager	Inforamtion Management	National Technical Information Service	Government/Public Services	United States	USA				
Programme Manager/Project Manager	engineering	zintec	IT Consultancy/Development	United States	USA				
Programme Manager/Project Manager	Education	New York University	Academia/Research	United States	USA				
Programme Manager/Project Manager	Scientific and technical information 	CEA	Government/Public Services	France	FRA				
Programme Manager/Project Manager	Bioinformatics	ELIXIR, EMBL-EBI	Academia/Research	United Kingdom	GBR				
Programme Manager/Project Manager	Marine Geology	GEOMAR Helmholtz Centre for Ocean Research	Academia/Research	Germany	DEU				
Programme Manager/Project Manager	Computer Science; Marine Geology & Geophysics	Columbia University	Academia/Research	United States	USA				
Programme Manager/Project Manager	ERP and Administrative Computing in HER	Technische Universität Berlin	Academia/Research	Germany	DEU				
Programme Manager/Project Manager	Open Access	German Aerospace Center	Academia/Research	Germany	DEU				
Programme Manager/Project Manager	Research Data Management	Philipps-University Marburg	Academia/Research	Germany	DEU				
Programme Manager/Project Manager	Technical project managing	Private	IT Consultancy/Development	Israel	ISR				
Programme Manager/Project Manager	research data management, digital preservation, social sciences	GESIS - Leibniz Institute for the Social Sciences	Academia/Research	Germany	DEU				
Programme Manager/Project Manager	Collaboration and Information Services	CERN	Academia/Research	Switzerland	CHE				
Programme Manager/Project Manager	economics	zbw - german national library of economics - leibniz information centre for economics	Academia/Research	Germany	DEU				
Programme Manager/Project Manager	Natural Sciences/Earth and related environmental sciences	Helmholtz Centre Potsdam – GFZ German Research Centre for Geosciences	Academia/Research	Germany	DEU				
Programme Manager/Project Manager	Open Science, Open Access, Scholarly Publishing	Academy of Science of South Africa (ASSAf)	Government/Public Services	South Africa	ZAF				
Programme Manager/Project Manager	open science, open data, open access, scholarly publishing	Academy of Science of South Africa (ASSAf)	Government/Public Services	South Africa	ZAF				
Programme Manager/Project Manager	semantic interoperability	European Commission - Joint Research Centre	Government/Public Services	Italy	ITA				
Programme Manager/Project Manager	Research funding/ programme management	European Research Council (ERC)	Policy/Funding Agency	Belgium	BEL				
Programme Manager/Project Manager	Human Subject Data Management	University of Groningen	Academia/Research	Netherlands	NLD				
Programme Manager/Project Manager	Social Sciences	GESIS - Leibniz-Insitute for the Social Sciences	Academia/Research	Germany	DEU				
Programme Manager/Project Manager	Information technology	European Commission	Government/Public Services	Belgium	BEL				
Programme Manager/Project Manager	Data Management	AUSSDA - The Austrian Social Science Data Archive	Academia/Research	Austria	AUT				
Programme Manager/Project Manager	Research data publishing/archiving	US Forest Service	Government/Public Services	United States	USA				
Programme Manager/Project Manager	Mindfulness	UMass Medical School	Academia/Research	United States	USA				
Programme Manager/Project Manager	research, business management	Jisc	Government/Public Services	United Kingdom	GBR				
Programme Manager/Project Manager	Information services	VTT Technology Research Centre of Finland	Academia/Research	Finland	FIN				
Programme Manager/Project Manager	Data Science	UoA / ATHENA RIC	Academia/Research	Greece	GRC				
Programme Manager/Project Manager	Research data infrastructure	DeiC	Academia/Research	Denmark	DNK				
Programme Manager/Project Manager	Coordination and Joint Research 	Geo.X Research Network for Geosciences in Berlin and Potsdam	Academia/Research	Germany	DEU				
Programme Manager/Project Manager	Scientific Publishing, Journals	American Geophysical Union	Other (please specify) - obligatory	United States	USA				
Programme Manager/Project Manager	Open Access	Huma-Num	Academia/Research	France	FRA				
Programme Manager/Project Manager	Open Access	Open Edition	Academia/Research	France	FRA				
Programme Manager/Project Manager	Informatics	National Institutes of Health	Government/Public Services	United States	USA				
Programme Manager/Project Manager	Data Science,  Biomedical	NIH	Government/Public Services	United States	USA				
Programme Manager/Project Manager	Publishing	Geological Society Publishing House	Other (please specify) - obligatory	United Kingdom	GBR				
Programme Manager/Project Manager	Publishing	American Meteorological Society	Small and Medium Enterprise	United States	USA				
Programme Manager/Project Manager	IT services for research/ Sensitive Data/ Storage and archive	UNINETT/Sigma2	Government/Public Services	Norway	NOR				
Programme Manager/Project Manager	Library Science	CU Boulder	Academia/Research	United States	USA				
Programme Manager/Project Manager	Biology	Museum für Naturkunde Berlin	Academia/Research	Germany	DEU				
Programme Manager/Project Manager	Earth Observation	Rhea Group	Small and Medium Enterprise	Italy	ITA				
Programme Manager/Project Manager	European Public Affairs	Jisc	Other (please specify) - obligatory	United Kingdom	GBR				
Programme Manager/Project Manager	none	CNRS	Academia/Research	France	FRA				
Programme Manager/Project Manager	Research funding	Irish Research Council	Policy/Funding Agency	Ireland {Republic}	IRL				
Programme Manager/Project Manager	Biobanking	University of Sydney	Academia/Research	Australia	AUS				
Programme Manager/Project Manager	Project Management for the German Federal Ministry of Science	DESY	Government/Public Services	Germany	DEU				
Programme Manager/Project Manager	Geoinformatics in Agroecosystem research 	ICARDA -CGIAR	Academia/Research	Egypt	EGY				
Programme Manager/Project Manager	 IT, ineralogy, PhD in chemistry, heterogenious catalysis, nano science, analytics, electron microscopy, electrochemestry, mathematical optimization	Zuse Institute Berlin	Academia/Research	Germany	DEU				
Programme Manager/Project Manager	Data Navigation	Department of Health and Human Services, State Government of Victoria	Government/Public Services	Australia	AUS				
Programme Manager/Project Manager	Language Resources production 	Samsung Electronics	Large Enterprise	Poland	POL				
Programme Manager/Project Manager	Drug Discovery	Netherlands eScience Center	Policy/Funding Agency	Netherlands	NLD				
Programme Manager/Project Manager	Scientific drilling, geology	Uppsala University	Academia/Research	Sweden	SWE				
Programme Manager/Project Manager	digital preservation, digital diplomatics	University of British Columbia	Academia/Research	Canada	CAN				
Programme Manager/Project Manager	software development	IndraSoft	IT Consultancy/Development	United States	USA				
Programme Manager/Project Manager	eScience & eInfrastructure development	NeIC (NordForsk) & University of Aarhus	Other (please specify) - obligatory	Denmark	DNK				
Programme Manager/Project Manager	Program Convenor 	Meetings Int. Pte Ltd	Large Enterprise	Singapore	SGP				
Programme Manager/Project Manager	IT project manager	Rigsarkivet	Government/Public Services	Denmark	DNK				
Programme Manager/Project Manager	Computer Science	EMBRAPA	Government/Public Services	Brazil	BRA				
Programme Manager/Project Manager	Clinical research systems, metadata, data management	ECRIN (European Clinical Research Infrastructure Network)	Academia/Research	France	FRA				
Programme Manager/Project Manager	Information sciences	International Treaty on Plant Genetic Resources for Food and Agriculture	Government/Public Services	Italy	ITA				
Programme Manager/Project Manager	Information Science	Leibniz Information Centre for Science and Technology / University Library	Academia/Research	Germany	DEU				
Programme Manager/Project Manager	Engineering and Technology	Meetings International Pte Ltd	Academia/Research	Switzerland	CHE				
Programme Manager/Project Manager	Molecular Ecology	MARUM_University of Bremen	Academia/Research	Germany	DEU				
Programme Manager/Project Manager	Computer Science 	Personal Interest	Large Enterprise	Canada	CAN				
Programme Manager/Project Manager	Data management and scientific computing	John Innes Centre	Academia/Research	United Kingdom	GBR				
Programme Manager/Project Manager	Oceanographic Data Management	OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale)	Academia/Research	Italy	ITA				
Programme Manager/Project Manager	Solar-Terrestrial Physics	STFC	Government/Public Services	United Kingdom	GBR				
Programme Manager/Project Manager	Information Science	Frau	Academia/Research	Germany	DEU				
Programme Manager/Project Manager	Infrastructure for repositories	SRCE - University of Zagreb, University Computing Centre	Academia/Research	Croatia	HRV				
Programme Manager/Project Manager	Digitization	Forschungszentrum Jülich	Academia/Research	Germany	DEU				
Programme Manager/Project Manager	Digital Research Data	Bodleian Libraries, University of Oxford	Academia/Research	United Kingdom	GBR				
Programme Manager/Project Manager	Scientific Information	CNRS - CCSD	Government/Public Services	France	FRA				
Programme Manager/Project Manager	agri-food data flows	Global Forum on Agricultural Research and Innovation (GFAR)	Government/Public Services	Italy	ITA				
Programme Manager/Project Manager	Cognitive Science	Athena Research Center	Academia/Research	Greece	GRC				
Programme Manager/Project Manager	Research Data Management & Sharing	Moore Foundation	Policy/Funding Agency	United States	USA				
Programme Manager/Project Manager	HUMAN RESOURSES 	KRISHAK BHARATI COOPERATIVE LTD.(KRIBHCO)	Government/Public Services	India	IND				
Programme Manager/Project Manager	data analysis & financial analysis	Stanbic Bank Botswana 	Large Enterprise	Botswana	BWA				
Programme Manager/Project Manager	Data management	SWITCH	Government/Public Services	Switzerland	CHE				
Programme Manager/Project Manager	Information sciences	Natural Resources Institute Finland	Academia/Research	Finland	FIN				
Programme Manager/Project Manager	Data science	Research Software Alliance	Policy/Funding Agency	Australia	AUS				
Programme Manager/Project Manager	environment, GHG	LSCE	Academia/Research	France	FRA				
Programme Manager/Project Manager	Program Manager	CONFERENCE SERIES LTD	Large Enterprise	Japan	JPN				
Programme Manager/Project Manager	Data and classification governance ; standards ; CRIS	ECOOM / Hasselt University	Academia/Research	Belgium	BEL				
Programme Manager/Project Manager	Bioinformatics	Dutch Techcentre for Life Sciences	Academia/Research	Netherlands	NLD				
Programme Manager/Project Manager	Data Science and Geoinformation Science	Wageningen University and Research	Academia/Research	Netherlands	NLD				
Programme Manager/Project Manager	Biological sciences data aggregation	Atlas of Living Australia	Academia/Research	Australia	AUS				
Programme Manager/Project Manager	Program Co-ordinator	Scientific Federation	Other (please specify) - obligatory	India	IND				
Programme Manager/Project Manager	Programme manager	conference series LLC Ltd	Other (please specify) - obligatory	United States	USA				
Programme Manager/Project Manager	Organizing Scientific Events	Scientific Federation	Other (please specify) - obligatory	India	IND				
Programme Manager/Project Manager	Neuroscience	Institut des Maladies Neurodégénératives 	Academia/Research	France	FRA				
Programme Manager/Project Manager	data archival, data infrastructures, data policies	Karlsruhe Institute of Technology	Academia/Research	Germany	DEU				
Programme Manager/Project Manager	Event Organizer	Scientific Federation	Academia/Research	India	IND				
Programme Manager/Project Manager	Academic Publishing, Psychology	American Psychological Association	Academia/Research	United States	USA				
Programme Manager/Project Manager	Cardiology	Cardiology Insights 2019	Academia/Research	United Kingdom	GBR				
Programme Manager/Project Manager	product manager	Collecte Localisation Satellites	Small and Medium Enterprise	France	FRA				
Programme Manager/Project Manager	Computer Science	CNRS/IDRIS	Academia/Research	France	FRA				
Programme Manager/Project Manager	Comparative and International Education Research	American Institutes for Research	Academia/Research	United States	USA				
Programme Manager/Project Manager	Business Analyst	4Science	Small and Medium Enterprise	Italy	ITA				
Programme Manager/Project Manager	Public health	kiviwosheg.wordpress.com	Other (please specify) - obligatory	Kenya	KEN				
Programme Manager/Project Manager	Research funding & management	Research Councils Uk (RCUK)	Government/Public Services	United States	USA				
Programme Manager/Project Manager	NULL	University of Goettingen, Goettingen State and University Library 	Academia/Research	Germany	DEU				
Programme Manager/Project Manager	Information and Knowledge Management	University of Technology Sydney	Academia/Research	Australia	AUS				
Programme Manager/Project Manager	Agricultural  policy analysis, farmers'rights, seed certification, project management and administratiob,Farmer Field School concept, and Plant genetic resources	Coomunity Technology Development Trust	Other (please specify) - obligatory	Zimbabwe	ZWE				
Programme Manager/Project Manager	Science communication	Frankl Open Science	Small and Medium Enterprise	Australia	AUS				
Programme Manager/Project Manager	Cyber Infrastructure government official	Department of Science and Technology	Government/Public Services	South Africa	ZAF				
Programme Manager/Project Manager	Data Science	South African Environmental Observation Network	Academia/Research	South Africa	ZAF				
Programme Manager/Project Manager	Computer Engineering 	The National Science Foundation - US	Government/Public Services	United States	USA				
Programme Manager/Project Manager	FAIR Data	GO FAIR International Support and Coordination Office	Government/Public Services	Netherlands	NLD				
Programme Manager/Project Manager	Information Science	Harvard University	Academia/Research	United States	USA				
Programme Manager/Project Manager	e-Infrastructures	NWO/EW	Academia/Research	Netherlands	NLD				
Programme Manager/Project Manager	Livelihoods and economic  development 	Save the children	Other (please specify) - obligatory	Somalia	SOM				
Programme Manager/Project Manager	Translational Research	Pennsylvania State University	Academia/Research	United States	USA				
Programme Manager/Project Manager	European Commissions	STFC / UKRI	Academia/Research	United Kingdom	GBR				
Programme Manager/Project Manager	NULL	COMMpla	Small and Medium Enterprise	Italy	ITA				
Programme Manager/Project Manager	Digital Forensics	Digital Curation Innovation Center, iSchool, University of Maryland College Park	Academia/Research	United States	USA				
Programme Manager/Project Manager	Research ICT	Wageningen UR	Academia/Research	Netherlands	NLD				
Programme Manager/Project Manager	Space data management	ESA	Other (please specify) - obligatory	Spain	ESP				
Programme Manager/Project Manager	Computer science	National Science Foundation	Government/Public Services	United States	USA				
Programme Manager/Project Manager	Project Management	Aston University	Academia/Research	United Kingdom	GBR				
Programme Manager/Project Manager	NULL	Simble	Small and Medium Enterprise	United Kingdom	GBR				
Programme Manager/Project Manager	Information management	Antarctic Legacy of South Africa	Academia/Research	South Africa	ZAF				
Programme Manager/Project Manager	Mathematics	FIZ Karlsruhe	Academia/Research	Germany	DEU				
Programme Manager/Project Manager	NULL	Qri, Inc.	Small and Medium Enterprise	United States	USA				
Programme Manager/Project Manager	NULL	San Diego Supercomputer Center	Academia/Research	United States	USA				
Programme Manager/Project Manager	NULL	Swedish University of Agricultural Sciences	Academia/Research	Sweden	SWE				
Programme Manager/Project Manager	NULL	European Commission	Policy/Funding Agency	Luxembourg	LUX				
Programme Manager/Project Manager	Scholarly communications	Crossref	Small and Medium Enterprise	United Kingdom	GBR				
Programme Manager/Project Manager	NULL	Central Statistics Office of Ireland	Government/Public Services	Ireland {Republic}	IRL				
Programme Manager/Project Manager	NULL	NCATS/NIH	Government/Public Services	United States	USA				
Programme Manager/Project Manager	Open Access	Technical University of Denmark	Academia/Research	Denmark	DNK				
Programme Manager/Project Manager	Linguistics, Language Technology	Universiteit Utrecht	Academia/Research	Netherlands	NLD				
Programme Manager/Project Manager	NULL	Åbo Akademi University	Academia/Research	Finland	FIN				
Programme Manager/Project Manager	Public Health Policy & Management	Pascua Yaqui Tribe	Government/Public Services	United States	USA				
Programme Manager/Project Manager	Research Data Management	Utrecht University Library	Academia/Research	Netherlands	NLD				
Programme Manager/Project Manager	Literature Services	EMBL-EBI	Academia/Research	United Kingdom	GBR				
Programme Manager/Project Manager	NULL	European Comission - European Research Council	Government/Public Services	Belgium	BEL				
Programme Manager/Project Manager	bioinformatics	Bioversity International	Academia/Research	Italy	ITA				
Programme Manager/Project Manager	Digital Libraries	National Documentation Centre/ National Hellenic Research Foundation	Government/Public Services	Greece	GRC				
Programme Manager/Project Manager	Market Research	Pharma International	Small and Medium Enterprise	United States	USA				
Programme Manager/Project Manager	e-Infrastructures, cloud computing, big data	GRNET	Other (please specify) - obligatory	Greece	GRC				
Programme Manager/Project Manager	Earth science	Texas A&M University	Academia/Research	United States	USA				
Programme Manager/Project Manager	NULL	ITCILO	Academia/Research	Italy	ITA				
Programme Manager/Project Manager	cross-domain knowledge management, semantic web, linked open data	Institute of Information Science, Academia Sinica, Taiwan	Academia/Research	Taiwan	TWN				
Programme Manager/Project Manager	NULL	Akvo	IT Consultancy/Development	Burkina	BFA				
Programme Manager/Project Manager	marine sciences	UNESCO/IOC	Other (please specify) - obligatory	Kenya	KEN				
Programme Manager/Project Manager	NULL	UMS PATRINAT	Government/Public Services	France	FRA				
Programme Manager/Project Manager	NULL	Max Planck Institute of Animal Behavior	Academia/Research	United States	USA				
Programme Manager/Project Manager	Open research data, Psychology and Neuroscience	Figshare	Small and Medium Enterprise	United States	USA				
Programme Manager/Project Manager	Open Science - Copyright Law	Instituto Brasileiro de Informação em Ciência e Tecnologia - IBICT	Government/Public Services	Brazil	BRA				
Programme Manager/Project Manager	Advanced Cyberinfrastructure	National Science Foundation	Government/Public Services	United States	USA				
Programme Manager/Project Manager	NULL	ZB MED - Information Centre Life Sciences	Academia/Research	Germany	DEU				
